"timestamp","id","sub_id","dpf_fase_1","dpf_fase_2","dpf_fase_3","thd_corrente_fase_1","thd_corrente_fase_2","thd_corrente_fase_3","thd_tensione_l_n_fase_1","thd_tensione_l_n_fase_2","thd_tensione_l_n_fase_3","bilancio_energia_attiva_di_sistema","componente_0_corrente_fase_1","componente_0_corrente_fase_2","componente_0_corrente_fase_3","contatore_di_installazione","contatore_di_misura","corrente_di_neutro","corrente_di_sistema","corrente_fase_1","corrente_fase_2","corrente_fase_3","energia_apparente_importata_sistema","energia_attiva_importata_di_sistema","energia_attiva_importata_fase_1","energia_attiva_importata_fase_2","energia_attiva_importata_fase_3","energia_reattiva_induttiva_importata_fase_1","energia_reattiva_induttiva_importata_fase_2","energia_reattiva_induttiva_importata_fase_3","energia_reattiva_induttiva_importata_sistema","fattore_di_potenza_di_sistema","fattore_di_potenza_fase_1","fattore_di_potenza_fase_2","fattore_di_potenza_fase_3","frequenza","numero_seriale","o10o_componente_corrente_fase_1","o10o_componente_corrente_fase_2","o10o_componente_corrente_fase_3","o11o_componente_corrente_fase_1","o11o_componente_corrente_fase_2","o11o_componente_corrente_fase_3","o12o_componente_corrente_fase_1","o12o_componente_corrente_fase_2","o12o_componente_corrente_fase_3","o13o_componente_corrente_fase_1","o13o_componente_corrente_fase_2","o13o_componente_corrente_fase_3","o14o_componente_corrente_fase_1","o14o_componente_corrente_fase_2","o14o_componente_corrente_fase_3","o15o_componente_corrente_fase_1","o15o_componente_corrente_fase_2","o15o_componente_corrente_fase_3","o1o_componente_corrente_fase_1","o1o_componente_corrente_fase_2","o1o_componente_corrente_fase_3","o2o_componente_corrente_fase_1","o2o_componente_corrente_fase_2","o2o_componente_corrente_fase_3","o3o_componente_corrente_fase_1","o3o_componente_corrente_fase_2","o3o_componente_corrente_fase_3","o4o_componente_corrente_fase_1","o4o_componente_corrente_fase_2","o4o_componente_corrente_fase_3","o5o_componente_corrente_fase_1","o5o_componente_corrente_fase_2","o5o_componente_corrente_fase_3","o6o_componente_corrente_fase_1","o6o_componente_corrente_fase_2","o6o_componente_corrente_fase_3","o7o_componente_corrente_fase_1","o7o_componente_corrente_fase_2","o7o_componente_corrente_fase_3","o8o_componente_corrente_fase_1","o8o_componente_corrente_fase_2","o8o_componente_corrente_fase_3","o9o_componente_corrente_fase_1","o9o_componente_corrente_fase_2","o9o_componente_corrente_fase_3","potenza_attiva_di_sistema","potenza_attiva_fase_1","potenza_attiva_fase_2","potenza_attiva_fase_3","tensione_di_linea_l_l_12","tensione_di_linea_l_l_23","tensione_di_linea_l_l_31","tensione_di_sistema","tensione_l_n_fase_1","tensione_l_n_fase_2","tensione_l_n_fase_3"
"2023-10-12T21:59:42.393Z","2023","10","0","0","0","0","0","0","0.9829999804496765","0.9860000014305115","0.9129999876022339","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.007000000216066837","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.02000045776367","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.760986328125","410.4169921875","409.0830078125","410.114990234375","235.8800048828125","237.20199584960938","236.65199279785156"
"2023-10-12T21:59:14.018Z","2023","10","0","0","0","0","0","0","0.9359999895095825","1.0099999904632568","0.9049999713897705","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.006000000052154064","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.029998779296875","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.1159973144531","409.9679870605469","408.3890075683594","409.51800537109375","235.80599975585938","237.25399780273438","236.33099365234375"
"2023-10-12T21:58:45.247Z","2023","10","0","0","0","0","0","0","1.1069999933242798","1.2039999961853027","1.1030000448226929","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.007000000216066837","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.040000915527344","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.44500732421875","410.1860046386719","408.6669921875","409.7929992675781","235.8249969482422","237.38800048828125","236.46200561523438"
"2023-10-12T21:58:15.573Z","2023","10","0","0","0","0","0","0","0.9959999918937683","1.121000051498413","1.0089999437332153","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.007000000216066837","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.3280029296875","410.2149963378906","408.64300537109375","409.7560119628906","235.86099243164062","237.35699462890625","236.4980010986328"
"2023-10-12T21:57:46.496Z","2023","10","0","0","0","0","0","0","1.0199999809265137","1.2139999866485596","1.0460000038146973","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.007000000216066837","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.40399169921875","410.07000732421875","408.6130065917969","409.7239990234375","235.8699951171875","237.20599365234375","236.39700317382812"
"2023-10-12T21:57:17.463Z","2023","10","0","0","0","0","0","0","1.0099999904632568","1.121999979019165","1.1030000448226929","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.006000000052154064","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.47100830078125","410.33099365234375","408.7550048828125","409.8789978027344","235.99600219726562","237.2949981689453","236.57899475097656"
"2023-10-12T21:56:47.953Z","2023","10","0","0","0","0","0","0","1","1.0420000553131104","0.9459999799728394","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.006000000052154064","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409.58599853515625","409.552001953125","407.8800048828125","409.0329895019531","235.64500427246094","237.01499938964844","236.18600463867188"
"2023-10-12T21:56:19.656Z","2023","10","0","0","0","0","0","0","1.062000036239624","1.159000039100647","1.128000020980835","1957.7403564453125","0","0","0","5239.2998046875","1882.199951171875","0.007000000216066837","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.7650146484375","410.489990234375","408.99798583984375","410.1080017089844","236.1739959716797","237.49600219726562","236.70199584960938"
"2023-10-12T21:55:50.622Z","2023","10","0","0","0","0","0","0","0.9800000190734863","1.1640000343322754","1.0750000476837158","1957.7403564453125","0","0","0","5239.2001953125","1882.199951171875","0.007000000216066837","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.7510070800781","410.5899963378906","409.09100341796875","410.1709899902344","236.1060028076172","237.55999755859375","236.73500061035156"
"2023-10-12T21:55:21.527Z","2023","10","0","0","0","0","0","0","1.1030000448226929","1.253000020980835","1.2070000171661377","1957.7403564453125","0","0","0","5239.2001953125","1882.199951171875","0.006000000052154064","0","0","0","0","0","1957.7425537109375","681.9639892578125","659.8245239257812","623.7098999023438","79.85299682617188","103.560302734375","77.00879669189453","260.8309020996094","0","0","0","0","50.04999923706055","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.14300537109375","409.8840026855469","408.42498779296875","409.510986328125","235.92300415039062","237.3350067138672","236.49099731445312"
