"timestamp","id","sub_id","dpf_fase_1","dpf_fase_2","dpf_fase_3","thd_corrente_fase_1","thd_corrente_fase_2","thd_corrente_fase_3","thd_tensione_l_n_fase_1","thd_tensione_l_n_fase_2","thd_tensione_l_n_fase_3","bilancio_energia_attiva_di_sistema","componente_0_corrente_fase_1","componente_0_corrente_fase_2","componente_0_corrente_fase_3","contatore_di_installazione","contatore_di_misura","corrente_di_neutro","corrente_di_sistema","corrente_fase_1","corrente_fase_2","corrente_fase_3","energia_apparente_importata_sistema","energia_attiva_importata_di_sistema","energia_attiva_importata_fase_1","energia_attiva_importata_fase_2","energia_attiva_importata_fase_3","energia_reattiva_induttiva_importata_fase_1","energia_reattiva_induttiva_importata_fase_2","energia_reattiva_induttiva_importata_fase_3","energia_reattiva_induttiva_importata_sistema","fattore_di_potenza_di_sistema","fattore_di_potenza_fase_1","fattore_di_potenza_fase_2","fattore_di_potenza_fase_3","frequenza","numero_seriale","o10o_componente_corrente_fase_1","o10o_componente_corrente_fase_2","o10o_componente_corrente_fase_3","o11o_componente_corrente_fase_1","o11o_componente_corrente_fase_2","o11o_componente_corrente_fase_3","o12o_componente_corrente_fase_1","o12o_componente_corrente_fase_2","o12o_componente_corrente_fase_3","o13o_componente_corrente_fase_1","o13o_componente_corrente_fase_2","o13o_componente_corrente_fase_3","o14o_componente_corrente_fase_1","o14o_componente_corrente_fase_2","o14o_componente_corrente_fase_3","o15o_componente_corrente_fase_1","o15o_componente_corrente_fase_2","o15o_componente_corrente_fase_3","o1o_componente_corrente_fase_1","o1o_componente_corrente_fase_2","o1o_componente_corrente_fase_3","o2o_componente_corrente_fase_1","o2o_componente_corrente_fase_2","o2o_componente_corrente_fase_3","o3o_componente_corrente_fase_1","o3o_componente_corrente_fase_2","o3o_componente_corrente_fase_3","o4o_componente_corrente_fase_1","o4o_componente_corrente_fase_2","o4o_componente_corrente_fase_3","o5o_componente_corrente_fase_1","o5o_componente_corrente_fase_2","o5o_componente_corrente_fase_3","o6o_componente_corrente_fase_1","o6o_componente_corrente_fase_2","o6o_componente_corrente_fase_3","o7o_componente_corrente_fase_1","o7o_componente_corrente_fase_2","o7o_componente_corrente_fase_3","o8o_componente_corrente_fase_1","o8o_componente_corrente_fase_2","o8o_componente_corrente_fase_3","o9o_componente_corrente_fase_1","o9o_componente_corrente_fase_2","o9o_componente_corrente_fase_3","potenza_attiva_di_sistema","potenza_attiva_fase_1","potenza_attiva_fase_2","potenza_attiva_fase_3","tensione_di_linea_l_l_12","tensione_di_linea_l_l_23","tensione_di_linea_l_l_31","tensione_di_sistema","tensione_l_n_fase_1","tensione_l_n_fase_2","tensione_l_n_fase_3"
"2023-07-28T21:59:56.378Z","2023","07","0","0","0","0","0","0","1.0499999523162842","0.9639999866485596","1.003999948501587","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.008999999612569809","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.0099983215332","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409.45098876953125","408.76300048828125","407.5190124511719","408.60699462890625","235.23899841308594","236.5760040283203","235.80499267578125"
"2023-07-28T21:59:27.165Z","2023","07","0","0","0","0","0","0","1.1039999723434448","1.121999979019165","1.1710000038146973","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.006000000052154064","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.0099983215332","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","410.3450012207031","409.6940002441406","408.4150085449219","409.5150146484375","235.85400390625","237.11500549316406","236.34300231933594"
"2023-07-28T21:58:57.856Z","2023","07","0","0","0","0","0","0","1.1490000486373901","0.9679999947547913","1.194000005722046","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.00800000037997961","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409.15399169921875","408.64599609375","407.2569885253906","408.3810119628906","235.03399658203125","236.36399841308594","235.7169952392578"
"2023-07-28T21:58:29.252Z","2023","07","0","0","0","0","0","0","1.2510000467300415","1.031999945640564","1.1670000553131104","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.006000000052154064","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409.2510070800781","408.7510070800781","407.281005859375","408.4570007324219","235.36099243164062","236.77499389648438","235.72300720214844"
"2023-07-28T21:57:59.879Z","2023","07","0","0","0","0","0","0","1.0019999742507935","0.9710000157356262","1.0529999732971191","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.008999999612569809","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408.98699951171875","408.4460144042969","406.95001220703125","408.1570129394531","234.9320068359375","236.48500061035156","235.52000427246094"
"2023-07-28T21:57:31.206Z","2023","07","0","0","0","0","0","0","1.0399999618530273","0.968999981880188","1.0540000200271606","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.006000000052154064","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.0099983215332","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408.7640075683594","408.16400146484375","406.74798583984375","407.9209899902344","234.78799438476562","236.21099853515625","235.42799377441406"
"2023-07-28T21:57:01.980Z","2023","07","0","0","0","0","0","0","1.2079999446868896","1.0149999856948853","1.284000039100647","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.006000000052154064","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.0099983215332","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409.4840087890625","408.927001953125","407.5190124511719","408.6730041503906","235.3419952392578","236.7760009765625","235.86399841308594"
"2023-07-28T21:56:33.262Z","2023","07","0","0","0","0","0","0","1.1990000009536743","0.9350000023841858","1.1710000038146973","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.006000000052154064","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.0099983215332","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408.7569885253906","408.3089904785156","406.7460021972656","407.9670104980469","234.98699951171875","236.41299438476562","235.5070037841797"
"2023-07-28T21:56:04.406Z","2023","07","0","0","0","0","0","0","1.1109999418258667","1.0049999952316284","1.0140000581741333","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.00800000037997961","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.0099983215332","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408.52099609375","408.04998779296875","406.4580078125","407.7049865722656","234.46600341796875","235.94400024414062","235.27099609375"
"2023-07-28T21:55:35.330Z","2023","07","0","0","0","0","0","0","1.0499999523162842","1.031999945640564","1.0729999542236328","1375.6019287109375","0","0","0","3419.60009765625","895.7000122070312","0.008999999612569809","0","0","0","0","0","1375.6019287109375","478.5203857421875","464.6802062988281","433.6803894042969","55.90610122680664","72.60369873046875","51.288700103759766","179.80650329589844","0","0","0","0","50.02000045776367","K542T30038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409.239013671875","408.6390075683594","407.1549987792969","408.3739929199219","234.98699951171875","236.4499969482422","235.63299560546875"
