,0
640,47569.734497968784
641,47568.51920744099
642,47568.18478542092
643,47567.52117567442
644,47567.03706886687
645,47567.19218047268
646,47565.95609771562
647,47565.844589936125
648,47564.97417101772
649,47564.13536760279
650,47563.98169897835
651,47562.96989891678
652,47562.53514733098
653,47562.11461487751
654,47561.07446650619
655,47560.456405723635
656,47560.35874379257
657,47559.537608577106
658,47559.32756830041
659,47558.438748772845
660,47557.79042335261
661,47556.86235436459
662,47556.61642780053
663,47555.87168316069
664,47556.314604494044
665,47555.10151670535
666,47554.27456566421
667,47553.79857379638
668,47553.09069065953
669,47551.913622269916
670,47551.74844310467
671,47551.57377101921
672,47550.40183118426
673,47550.79356365617
674,47549.18820139461
675,47549.27298402143
676,47548.69698374278
677,47547.872205881235
678,47547.329397572714
679,47546.240914225236
680,47546.631712527436
681,47544.94460062005
682,47545.02687523954
683,47544.73148492927
684,47543.622312579304
685,47544.05675490336
686,47542.569167638365
687,47541.98545018245
688,47541.6012772149
689,47540.49279269847
690,47540.14035795358
691,47540.24739952351
692,47538.47393673624
693,47538.871268179944
694,47537.450698814944
695,47537.1932334822
696,47537.06227562069
697,47535.40002451329
698,47535.92690572752
699,47534.54545211758
700,47534.94853765145
701,47534.06473903629
702,47533.300310983235
703,47532.7747342214
704,47531.860745123166
705,47531.54506896707
706,47530.278796524486
707,47530.87778546763
708,47529.33897694268
709,47530.094434890554
710,47528.805340349674
711,47528.92470170083
712,47527.614576648244
713,47527.410239762205
714,47526.586491091344
715,47525.507467600095
716,47525.856566216455
717,47524.881729989225
718,47523.978563947094
719,47523.60271440921
720,47523.635379639876
721,47522.42153795334
722,47522.11706708372
723,47521.48306612433
724,47520.6470814818
725,47520.26725017584
726,47519.231687624684
727,47518.92546859113
728,47518.567896400324
729,47517.94068978219
730,47517.20589620688
731,47516.28277551958
732,47515.897487869996
733,47515.398385117674
734,47514.56564875184
735,47514.30264239724
736,47513.76894819364
737,47513.265722567725
738,47512.66376349025
739,47512.11957115612
740,47511.176217429
741,47510.73844629729
742,47510.17809624327
743,47509.29914990203
744,47509.13336499035
745,47508.27489351041
746,47507.93255175108
747,47507.301730407235
748,47507.27310994843
749,47506.3691583689
750,47505.57776098461
751,47504.795197174295
752,47504.502526067874
753,47503.76095439426
754,47502.61156208711
755,47502.39859139885
756,47502.006094289434
757,47501.5589423735
758,47501.175879786635
759,47500.4961028033
760,47500.432028834286
761,47498.85891249911
762,47498.93269020827
763,47480.0000054707
764,47479.674106559105
765,47479.29778292091
766,47478.901796771555
767,47478.67359622545
768,47478.3740143466
769,47478.84509330888
770,47478.49581660779
771,47494.19016731496
772,47493.6255364032
773,47494.190880959686
774,47492.78481525386
775,47491.89518109844
776,47492.06575211307
777,47491.741804304445
778,47490.130039957774
779,47489.61771591245
780,47490.26454092833
781,47488.75358086452
782,47488.49689262563
783,47488.18493842266
784,47487.25212187286
785,47486.834717879916
786,47487.360580238426
787,47485.36919318156
788,47485.800721745596
789,47484.22468365627
790,47484.775602708825
791,47483.521121893755
792,47483.244958632036
793,47482.708635957744
794,47481.17267937535
795,47481.500531193036
796,47480.08214124326
797,47480.371984164485
798,47479.34536265142
799,47478.59276041795
800,47478.180356342
801,47476.55153776959
802,47476.75256289372
803,47475.68230399964
804,47475.591256179934
805,47474.50972679562
806,47474.51187179102
807,47473.5482442782
808,47472.29976806282
809,47472.64886896464
810,47470.98957599665
811,47471.33333523606
812,47471.004338723695
813,47469.86831857061
814,47469.00657644868
815,47469.00085425072
816,47467.84481286292
817,47467.23641073873
818,47467.243175655945
819,47465.9849657203
820,47465.82093402473
821,47465.123129990294
822,47464.0373496122
823,47463.643951337785
824,47462.923719130966
825,47462.51598515497
826,47461.8363452144
827,47460.912655434826
828,47460.3870989345
829,47459.96136121215
830,47459.22980326279
831,47458.64853642034
832,47457.78766864047
833,47456.69980669259
834,47457.191678744486
835,47456.40690288727
836,47455.491929104384
837,47454.83262107352
838,47455.00620724363
839,47453.84775662084
840,47452.752552198755
841,47452.83330825818
842,47452.13238179277
843,47451.089837054635
844,47450.41005083546
845,47449.73115759241
846,47449.01276442273
847,47449.006055065176
848,47447.83686740629
849,47447.702135890046
850,47447.28837897967
851,47446.457327934826
852,47446.04467912289
853,47445.20298167928
854,47444.673710057345
855,47443.78510526703
856,47443.28777649118
857,47442.60281366618
858,47441.372538280084
859,47441.928598908875
860,47440.453745853156
861,47440.38237839565
862,47440.45561371879
863,47438.16421595267
864,47438.65536374734
865,47437.03356114707
866,47437.061484272504
867,47437.298102085224
868,47435.85579777458
869,47435.30447448773
870,47434.11292661964
871,47433.448218772355
872,47433.77490093627
873,47432.49019511654
874,47431.35237813233
875,47432.12059936537
876,47431.143748319286
877,47429.392286940056
878,47429.92963120883
879,47429.41941983422
880,47427.70471523905
881,47428.082236174494
882,47426.88421230882
883,47426.02803960172
884,47426.108522411094
885,47424.73325101828
886,47425.61267546361
887,47423.869927403604
888,47422.79378528859
889,47423.453686273235
890,47422.88992581076
891,47420.71819797768
892,47420.37274199047
893,47420.54611263492
894,47419.72683169151
895,47418.60291397097
896,47417.39397530393
897,47417.81700814312
898,47417.78157408197
899,47416.2807510231
900,47415.20279101757
901,47414.7963534448
902,47415.28518206321
903,47413.17659493434
904,47412.57385696471
905,47412.477511597965
906,47412.14514240606
907,47411.34559837966
908,47410.249278044495
909,47409.76589955406
910,47409.59453497014
911,47408.14594448866
912,47408.33416005969
913,47406.96860155158
914,47407.19920303638
915,47405.484754712066
916,47405.918469447985
917,47404.32369260998
918,47404.04499100826
919,47403.034184381024
920,47402.831428808924
921,47401.41480904682
922,47401.12876004641
923,47400.387486470696
924,47400.05649390884
925,47399.27698204057
926,47398.421190592206
927,47398.13017663089
928,47397.6175374558
929,47397.27589493347
930,47396.830617279156
931,47395.72991102189
932,47394.93674190004
933,47394.37282322449
934,47393.95289604569
935,47393.72895265066
936,47392.8790339052
937,47392.620011642575
938,47391.388049087574
939,47390.53519868106
940,47389.95971780745
941,47389.410233575174
942,47388.87729815258
943,47388.12151141397
944,47387.63433945382
945,47386.60606920381
946,47386.90085903318
947,47385.97714322365
948,47385.59829780222
949,47384.50409413586
950,47383.61676219478
951,47383.689828408715
952,47383.01931096343
953,47382.89623880386
954,47381.80938713083
955,47380.29281344807
956,47379.81664983353
957,47378.85399190302
958,47378.35348843495
959,47378.30139155686
960,47378.34417469562
961,47377.94286645306
962,47376.570819604465
963,47375.70630137927
964,47376.073939518494
965,47374.99812559208
966,47373.2330320491
967,47373.14211912995
968,47373.434498947114
969,47373.15337183157
970,47371.67404230752
971,47370.60034391589
972,47370.09415544739
973,47369.43184094368
974,47368.664559214965
975,47368.29389753057
976,47367.59208949452
977,47366.856122418394
978,47366.612160433084
979,47365.78405234963
980,47365.64325615188
981,47365.291890826076
982,47364.32998192378
983,47363.16141391427
984,47362.23751084337
985,47361.49110871147
986,47361.264500753445
987,47361.03097493388
988,47360.150204943326
989,47359.20175320215
990,47358.71445580335
991,47358.069128020245
992,47358.03905194896
993,47357.39172674241
994,47355.786439311436
995,47355.197177885944
996,47354.965285733
997,47354.16537544944
998,47353.83350546251
999,47353.985943721775
1000,47352.944586857135
1001,47352.023174765774
1002,47351.42405564643
1003,47350.67700900612
1004,47349.37488943914
1005,47349.407692331144
1006,47348.325327274135
1007,47347.91525140439
1008,47347.27946714346
1009,47346.726325509226
1010,47345.9428128231
1011,47344.86211805825
1012,47345.02489065582
1013,47344.43268763477
1014,47343.59446086294
1015,47343.19373252751
1016,47342.31271058659
1017,47341.93247564035
1018,47341.66681593521
1019,47340.847208598796
1020,47340.568681504235
1021,47339.69523659111
1022,47338.74213687601
1023,47338.505730712444
1024,47337.94245041602
1025,47337.40187452632
1026,47336.633849235084
1027,47335.852814910766
1028,47335.99947031689
1029,47335.34992087463
1030,47334.93439984762
1031,47333.85723588886
1032,47333.519212641164
1033,47333.08897140419
1034,47333.069511593065
1035,47331.4523998929
1036,47330.349316348744
1037,47329.94801314175
1038,47329.05224480277
1039,47329.390106825325
1040,47327.80728847974
1041,47328.16048065505
1042,47326.6156944934
1043,47326.75997939435
1044,47325.54028425163
1045,47325.029273503205
1046,47324.536898279395
1047,47323.40274813297
1048,47323.440648008815
1049,47322.18943356215
1050,47321.55724329823
1051,47321.27650696954
1052,47320.7631719556
1053,47320.49780844897
1054,47320.36065928638
1055,47319.72175685384
1056,47319.33687410774
1057,47318.49987405504
1058,47317.83282002942
1059,47317.35608761182
1060,47316.43637242168
1061,47316.051910888404
1062,47315.12637901374
1063,47314.490428556775
1064,47314.36111461202
1065,47313.35284167088
1066,47312.855823628604
1067,47311.80405570059
1068,47310.51909084618
1069,47310.263214305385
1070,47309.20712046901
1071,47308.45036376335
1072,47307.87011798369
1073,47306.99512601136
1074,47306.52829616686
1075,47305.79815394533
1076,47305.226422638545
1077,47305.08001579819
1078,47304.622807665306
1079,47304.03533703732
1080,47303.61605183035
1081,47302.55853621086
1082,47301.176604430104
1083,47301.12473137372
1084,47300.348828741095
1085,47299.879687061875
1086,47299.17869511721
1087,47298.22774655575
1088,47297.91589066386
1089,47296.93598396636
1090,47296.68805091049
1091,47296.390088636086
1092,47295.54490724748
1093,47295.15059390122
1094,47294.97500290857
1095,47293.87774754925
1096,47293.932749934494
1097,47292.961156036705
1098,47292.364227802915
1099,47291.78746769645
1100,47290.767279377884
1101,47290.67656121369
1102,47289.570190916005
1103,47289.27347939868
1104,47288.310560156
1105,47288.08532538908
1106,47287.405935915354
1107,47286.92183846862
1108,47286.61582029509
1109,47285.40203662894
1110,47285.04706514965
1111,47284.12095217136
1112,47284.188840674746
1113,47282.92247992551
1114,47282.63274401596
1115,47281.6382247853
1116,47280.852284410124
1117,47280.47674816
1118,47279.53399413926
1119,47278.692597198555
1120,47278.36152493988
1121,47278.412198594684
1122,47277.37502002479
1123,47277.52012244883
1124,47276.50791039081
1125,47276.4811084792
1126,47275.62334345823
1127,47275.01486236399
1128,47273.755747670475
1129,47273.788105312735
1130,47272.43260076676
1131,47272.662234230134
1132,47271.92778928273
1133,47271.03876496987
1134,47270.549005566674
1135,47269.62534257939
1136,47268.86500161141
1137,47267.79393294724
1138,47266.967912868684
1139,47266.51797573404
1140,47267.06063243577
1141,47266.36679397388
1142,47265.438665010035
1143,47264.09464696829
1144,47263.44610787149
1145,47262.95345089652
1146,47262.33032485572
1147,47261.35731621561
1148,47261.12125988575
1149,47261.48401650414
1150,47260.421232762325
1151,47258.98977737129
1152,47258.42007284442
1153,47258.101496156305
1154,47257.21885607798
1155,47256.89959091863
1156,47255.885908468204
1157,47255.65298335322
1158,47254.9163487154
1159,47255.2785903676
1160,47254.44261290201
1161,47253.066157664085
1162,47253.328242542055
1163,47252.30005553162
1164,47251.39827474952
1165,47250.72384198518
1166,47250.201949433846
1167,47249.96644723551
1168,47249.54369342632
1169,47249.68871350519
1170,47248.5446819233
1171,47247.999009664425
1172,47246.85202942823
1173,47246.25639520281
1174,47245.121223860166
1175,47244.47165755318
1176,47243.75017024814
1177,47243.408752270385
1178,47243.28633790734
1179,47242.630122694776
1180,47242.64761430668
1181,47241.452251432296
1182,47241.0368911607
1183,47241.156345245516
1184,47240.344667443496
1185,47239.371798392385
1186,47238.83136139776
1187,47237.577708177945
1188,47237.19895321774
1189,47236.57070946287
1190,47235.955710404975
1191,47235.070916806435
1192,47234.39101429182
1193,47234.01668199626
1194,47233.61181334068
1195,47232.986429827455
1196,47232.60861223699
1197,47232.404063475406
1198,47231.494827633556
1199,47230.85473447191
1200,47230.0336549211
1201,47229.662953965024
1202,47228.70982349461
1203,47228.25562260232
1204,47227.48265258392
1205,47227.10259366001
1206,47226.31539189206
1207,47226.11414323104
1208,47225.1944471977
1209,47225.22899387167
1210,47224.40257626907
1211,47224.22929934988
1212,47223.41128441285
1213,47222.68711218001
1214,47221.99934803796
1215,47221.56299580363
1216,47220.75127520107
1217,47220.268007901584
1218,47219.604451333595
1219,47218.45877073062
1220,47218.155179084366
1221,47217.62198703973
1222,47217.02740813081
1223,47215.944292970344
1224,47215.74385440045
1225,47215.40216394717
1226,47214.47450811111
1227,47214.13201062991
1228,47213.316931642934
1229,47212.42777356776
1230,47212.29922598363
1231,47211.55665549839
1232,47211.270619741554
1233,47210.230318361384
1234,47210.06736437773
1235,47209.18959229067
1236,47208.732241274956
1237,47208.00420416045
1238,47208.116759271106
1239,47207.198161119086
1240,47207.05277057839
1241,47206.352523313326
1242,47205.690373301164
1243,47204.61711754887
1244,47203.808366722005
1245,47203.26660120453
1246,47202.289207195354
1247,47201.76121083105
1248,47200.98976756598
1249,47201.21759689904
1250,47200.890583825385
1251,47200.19775898924
1252,47199.71388324418
1253,47198.77798740261
1254,47197.983352707866
1255,47197.06060344455
1256,47196.2888000997
1257,47195.203894822436
1258,47194.81092451851
1259,47194.79225836796
1260,47194.345949265764
1261,47193.77690394155
1262,47193.49307873134
1263,47192.579715803266
1264,47192.624485959044
1265,47191.738771006465
1266,47190.92791152068
1267,47189.77716431496
1268,47188.837086036125
1269,47188.223364817146
1270,47187.98993769491
1271,47186.894643120126
1272,47186.560853158546
1273,47185.73448144306
1274,47185.40950449929
1275,47185.48123210161
1276,47184.96537771381
1277,47184.34227479317
1278,47183.848539123144
1279,47182.79633207077
1280,47182.94727045704
1281,47182.16252060641
1282,47181.37339092351
1283,47180.85465773635
1284,47180.28876299004
1285,47179.542471900924
1286,47178.128225731576
1287,47177.415417595344
1288,47177.537168449635
1289,47176.58213027194
1290,47176.21529920975
1291,47175.02837752449
1292,47174.41777726974
1293,47173.77945095233
1294,47174.125964939594
1295,47173.02487351373
1296,47172.01799497618
1297,47171.42332859947
1298,47171.271399298515
1299,47170.011160309004
1300,47170.3866500675
1301,47168.96592482044
1302,47168.58863811297
1303,47167.99919330058
1304,47167.2268233069
1305,47167.181704134426
1306,47166.38454730301
1307,47165.392182464624
1308,47164.757478611034
1309,47164.61033637347
1310,47163.886620253325
1311,47163.0090230131
1312,47162.60075774146
1313,47161.91718897189
1314,47161.62779171595
1315,47161.04276732525
1316,47159.998461186886
1317,47159.16932665929
1318,47158.82222363251
1319,47158.12650520795
1320,47157.77300805463
1321,47157.169972384516
1322,47156.22867500274
1323,47155.86841120503
1324,47155.70693319494
1325,47154.379971260714
1326,47153.87538148598
1327,47153.24310934442
1328,47152.96139073169
1329,47152.21768025749
1330,47152.48453381725
1331,47150.880548146975
1332,47150.99419909919
1333,47149.58347039568
1334,47149.247194611555
1335,47149.31066452339
1336,47147.10585757074
1337,47147.33943303437
1338,47146.63758071952
1339,47145.49573214217
1340,47145.99248092656
1341,47144.697445490485
1342,47144.28111634133
1343,47144.04653320529
1344,47143.12797895717
1345,47142.40387726338
1346,47141.62311510979
1347,47140.52143159204
1348,47140.37214470045
1349,47140.54417624799
1350,47139.887714459815
1351,47138.78917082467
1352,47137.68437986516
1353,47137.22574582425
1354,47137.039036420596
1355,47136.74692649022
1356,47135.61293747818
1357,47134.62399558316
1358,47134.20477007397
1359,47134.29152881761
1360,47133.39440461282
1361,47132.03565403345
1362,47131.78649334339
